item_id,img_url,page_num,like,date,sub_category_code
1144989,https://image.msscdn.net/images/goods_img/20190905/1144989/1144989_3_125.jpg,0,33046,2021-03-31,001010
1129745,https://image.msscdn.net/images/goods_img/20190826/1129745/1129745_3_125.jpg,0,19341,2021-03-31,001010
404474,https://image.msscdn.net/images/goods_img/20160902/404474/404474_12_125.jpg,0,26384,2021-03-31,001010
1190264,https://image.msscdn.net/images/goods_img/20191016/1190264/1190264_5_125.jpg,0,14145,2021-03-31,001010
1322019,https://image.msscdn.net/images/goods_img/20200225/1322019/1322019_7_125.jpg,0,40872,2021-03-31,001010
1190268,https://image.msscdn.net/images/goods_img/20191016/1190268/1190268_3_125.jpg,0,5623,2021-03-31,001010
1272823,https://image.msscdn.net/images/goods_img/20200116/1272823/1272823_11_125.jpg,0,6935,2021-03-31,001010
850153,https://image.msscdn.net/images/goods_img/20180906/850153/850153_1_125.jpg,0,14804,2021-03-31,001010
1130844,https://image.msscdn.net/images/goods_img/20190827/1130844/1130844_1_125.jpg,0,23881,2021-03-31,001010
1265162,https://image.msscdn.net/images/goods_img/20200108/1265162/1265162_5_125.jpg,0,5832,2021-03-31,001010
407067,https://image.msscdn.net/images/goods_img/20160907/407067/407067_9_125.jpg,0,16130,2021-03-31,001010
1383415,https://image.msscdn.net/images/goods_img/20200402/1383415/1383415_3_125.jpg,0,1306,2021-03-31,001010
996233,https://image.msscdn.net/images/goods_img/20190327/996233/996233_4_125.jpg,0,4748,2021-03-31,001010
1558846,https://image.msscdn.net/images/goods_img/20200821/1558846/1558846_3_125.jpg,0,2749,2021-03-31,001010
996234,https://image.msscdn.net/images/goods_img/20190327/996234/996234_3_125.jpg,0,5363,2021-03-31,001010
710323,https://image.msscdn.net/images/goods_img/20180206/710323/710323_11_125.jpg,0,12692,2021-03-31,001010
1129742,https://image.msscdn.net/images/goods_img/20190826/1129742/1129742_3_125.jpg,0,3173,2021-03-31,001010
1575853,https://image.msscdn.net/images/goods_img/20200901/1575853/1575853_1_125.jpg,0,1513,2021-03-31,001010
1190282,https://image.msscdn.net/images/goods_img/20191016/1190282/1190282_2_125.jpg,0,7244,2021-03-31,001010
1190265,https://image.msscdn.net/images/goods_img/20191016/1190265/1190265_3_125.jpg,0,1626,2021-03-31,001010
816524,https://image.msscdn.net/images/goods_img/20180718/816524/816524_4_125.jpg,0,8869,2021-03-31,001010
1608272,https://image.msscdn.net/images/goods_img/20200917/1608272/1608272_1_125.jpg,0,1488,2021-03-31,001010
407066,https://image.msscdn.net/images/goods_img/20160907/407066/407066_7_125.jpg,0,7712,2021-03-31,001010
1524073,https://image.msscdn.net/images/goods_img/20200722/1524073/1524073_2_125.jpg,0,4835,2021-03-31,001010
1629106,https://image.msscdn.net/images/goods_img/20200928/1629106/1629106_1_125.jpg,0,886,2021-03-31,001010
394608,https://image.msscdn.net/images/goods_img/20160812/394608/394608_1_125.jpg,0,6893,2021-03-31,001010
394585,https://image.msscdn.net/images/goods_img/20160812/394585/394585_1_125.jpg,0,3420,2021-03-31,001010
847182,https://image.msscdn.net/images/goods_img/20180904/847182/847182_2_125.jpg,0,9257,2021-03-31,001010
1555103,https://image.msscdn.net/images/goods_img/20200819/1555103/1555103_1_125.jpg,0,10300,2021-03-31,001010
876277,https://image.msscdn.net/images/goods_img/20181010/876277/876277_9_125.jpg,0,5524,2021-03-31,001010
1772263,https://image.msscdn.net/images/goods_img/20210202/1772263/1772263_2_125.jpg,0,1552,2021-03-31,001010
1144991,https://image.msscdn.net/images/goods_img/20190905/1144991/1144991_3_125.jpg,0,1128,2021-03-31,001010
1322020,https://image.msscdn.net/images/goods_img/20200225/1322020/1322020_9_125.jpg,0,5113,2021-03-31,001010
1383816,https://image.msscdn.net/images/goods_img/20200402/1383816/1383816_1_125.jpg,0,948,2021-03-31,001010
1575855,https://image.msscdn.net/images/goods_img/20200901/1575855/1575855_1_125.jpg,0,1004,2021-03-31,001010
1629100,https://image.msscdn.net/images/goods_img/20200928/1629100/1629100_1_125.jpg,0,1186,2021-03-31,001010
1000696,https://image.msscdn.net/images/goods_img/20190401/1000696/1000696_10_125.gif,0,3006,2021-03-31,001010
1349496,https://image.msscdn.net/images/goods_img/20200313/1349496/1349496_2_125.jpg,0,1112,2021-03-31,001010
1310289,https://image.msscdn.net/images/goods_img/20200218/1310289/1310289_2_125.jpg,0,1542,2021-03-31,001010
1144996,https://image.msscdn.net/images/goods_img/20190905/1144996/1144996_1_125.jpg,0,632,2021-03-31,001010
714846,https://image.msscdn.net/images/goods_img/20180212/714846/714846_8_125.jpg,0,6699,2021-03-31,001010
1772262,https://image.msscdn.net/images/goods_img/20210202/1772262/1772262_2_125.jpg,0,2164,2021-03-31,001010
1584039,https://image.msscdn.net/images/goods_img/20200904/1584039/1584039_1_125.jpg,0,1267,2021-03-31,001010
1295235,https://image.msscdn.net/images/goods_img/20200206/1295235/1295235_1_125.jpg,0,7219,2021-03-31,001010
840270,https://image.msscdn.net/images/goods_img/20180828/840270/840270_2_125.jpg,0,483,2021-03-31,001010
1349500,https://image.msscdn.net/images/goods_img/20200313/1349500/1349500_2_125.jpg,0,1170,2021-03-31,001010
1275020,https://image.msscdn.net/images/goods_img/20200118/1275020/1275020_2_125.jpg,0,7385,2021-03-31,001010
1144990,https://image.msscdn.net/images/goods_img/20190905/1144990/1144990_3_125.jpg,0,580,2021-03-31,001010
1383817,https://image.msscdn.net/images/goods_img/20200402/1383817/1383817_1_125.jpg,0,1041,2021-03-31,001010
708937,https://image.msscdn.net/images/goods_img/20180205/708937/708937_1_125.jpg,0,13170,2021-03-31,001010
399019,https://image.msscdn.net/images/goods_img/20160824/399019/399019_2_125.jpg,0,5492,2021-03-31,001010
1809545,https://image.msscdn.net/images/goods_img/20210223/1809545/1809545_1_125.jpg,0,401,2021-03-31,001010
1145009,https://image.msscdn.net/images/goods_img/20190905/1145009/1145009_3_125.jpg,0,990,2021-03-31,001010
1145010,https://image.msscdn.net/images/goods_img/20190905/1145010/1145010_3_125.jpg,0,684,2021-03-31,001010
850150,https://image.msscdn.net/images/goods_img/20180906/850150/850150_1_125.jpg,0,1413,2021-03-31,001010
1190278,https://image.msscdn.net/images/goods_img/20191016/1190278/1190278_2_125.jpg,0,2109,2021-03-31,001010
1536914,https://image.msscdn.net/images/goods_img/20200804/1536914/1536914_9_125.jpg,0,368,2021-03-31,001010
1129743,https://image.msscdn.net/images/goods_img/20190826/1129743/1129743_3_125.jpg,0,765,2021-03-31,001010
1584038,https://image.msscdn.net/images/goods_img/20200904/1584038/1584038_1_125.jpg,0,1513,2021-03-31,001010
434861,https://image.msscdn.net/images/goods_img/20161024/434861/434861_5_125.jpg,0,5218,2021-03-31,001010
1622043,https://image.msscdn.net/images/goods_img/20200924/1622043/1622043_1_125.jpg,0,1507,2021-03-31,001010
1145013,https://image.msscdn.net/images/goods_img/20190905/1145013/1145013_3_125.jpg,0,1238,2021-03-31,001010
953123,https://image.msscdn.net/images/goods_img/20190214/953123/953123_2_125.jpg,0,10831,2021-03-31,001010
1383414,https://image.msscdn.net/images/goods_img/20200402/1383414/1383414_3_125.jpg,0,283,2021-03-31,001010
1190269,https://image.msscdn.net/images/goods_img/20191016/1190269/1190269_3_125.jpg,0,204,2021-03-31,001010
1190272,https://image.msscdn.net/images/goods_img/20191016/1190272/1190272_3_125.jpg,0,608,2021-03-31,001010
1130427,https://image.msscdn.net/images/goods_img/20190827/1130427/1130427_2_125.jpg,0,1709,2021-03-31,001010
1728665,https://image.msscdn.net/images/goods_img/20201222/1728665/1728665_1_125.jpg,0,1621,2021-03-31,001010
851452,https://image.msscdn.net/images/goods_img/20180907/851452/851452_1_125.jpg,0,9097,2021-03-31,001010
1145005,https://image.msscdn.net/images/goods_img/20190905/1145005/1145005_3_125.jpg,0,441,2021-03-31,001010
1144994,https://image.msscdn.net/images/goods_img/20190905/1144994/1144994_3_125.jpg,0,771,2021-03-31,001010
1446483,https://image.msscdn.net/images/goods_img/20200514/1446483/1446483_3_125.jpg,0,276,2021-03-31,001010
1778973,https://image.msscdn.net/images/goods_img/20210204/1778973/1778973_1_125.jpg,0,1718,2021-03-31,001010
604387,https://image.msscdn.net/images/goods_img/20170818/604387/604387_2_125.jpg,0,4330,2021-03-31,001010
876246,https://image.msscdn.net/images/goods_img/20181010/876246/876246_8_125.jpg,0,1998,2021-03-31,001010
