,item_id,title,season,gender,brand,product,tag,price,likes,date
151,1832312,white Mini Shirts Dress,2021S/S,여,DUNDROP,m1037_575757,"['셔츠원피스', '원피스', '드레스']",129000,0,2021-03-24
152,1856949,(OP-20313) CHECK SHIRRING PUFF-SLEEVE ONE-PIECE LIGHT BLUE,2020S/S,여,ROLAROLA,1710055,"['미니원피스', '원피스', '미니드레스', '프릴', '캐주얼원피스', '체크원피스']",79000,0,2021-03-24
153,1831552,V-넥 레더 원피스 [BLACK] / S21A04001,2021S/S,여,GENERALIDEA,/,[],45000,0,2021-03-24
154,1836559,레이어드 디자인 원피스 (PW2B3WOP550WBK),2021S/S,여,SJYP,PW2B3WOP550WBK,"['레이어드디자인원피스', 'PW2B3WOP550W', 'PW2B3WOP550WBK', '원피']",299000,0,2021-03-24
155,1832922,TIE DYE CORSET LINE DRESS [BROWN],2021S/S,여,BADEE,BD21S333BR,"['봄원피스', '여자원피스', '여성원피스', '나시원피스', '반팔원피스', '원피스', '캐주얼원피스']",108000,0,2021-03-24
156,1850582,우먼스 더블다이아 원피스 화이트 (UM222COP41)우먼스 더블다이아 원피스 화이트,2021S/S,여,UMBRO,UM222COP41_WHT,"['스포티원피스', '얼리버드쿠폰', '엄브로원피스', '여성원피스', '여자원피스', '우먼스더블다이']",79000,0,2021-03-24
157,1831323,플라워 스퀘어넥 미니드레스Flower Sqaure Neck Mini Dress,2021S/S,여,MIDNIGHT,/,"['미니드레스', '반팔원피스', '원피스', '플라워', '봄원피스', '퍼프소매', '퍼프원피스']",168000,0,2021-03-24
158,1786081,(OP-21117) A-LINE SHIRT ONE-PIECE WHITE,2021S/S,여,ROLAROLA,1687541,"['원피스', '긴팔원피스', '셔츠원피스', '미니원피스', '레이어드원피스', '데일리원피스', '플레어원피스']",89000,0,2021-03-24
159,1850296,Jersey v-neck dress_3MF2V426635A,2020F/W,여,Benetton,3MF2V426635A,[],69000,0,2021-03-24
160,1850293,Roll-up sleeve with dress_4EHD5VCC3100,2020F/W,여,Benetton,4EHD5VCC3100,[],89000,0,2021-03-24
161,1841346,스티브 피케 원피스 WHOMB2434F,2021S/S,여,WHOAU,WHOMB2434F,"['셔츠원피스', '원피스', '반팔원피스', '캐주얼원피스', '봄원피스', '카라원피스', '롱원피스']",39900,0,2021-03-24
162,1854407,브이넥 리본 슬리브 저지 원피스 [그레이]V-NECK RIBBON SLEEVE JERSEY DRESS [GRAY],2021S/S,여,BETWEEN,AND,"['추천원피스', '여성원피스', '캐주얼원피스', '미니드레스', '미니원피스', '봄원피스', '리본원피스']",64000,0,2021-03-24
163,1854379,브이넥 리본 슬리브 저지 원피스 [블랙]V-NECK RIBBON SLEEVE JERSEY DRESS [BLACK],2021S/S,여,BETWEEN,AND,"['여성원피스', '봄원피스', '미니드레스', '리본소매', '벌룬소매', '캐주얼원피스', '데일리룩']",64000,0,2021-03-24
164,1850292,Roll-up sleeve with dress_4EHD5VCC3394,2020F/W,여,Benetton,4EHD5VCC3394,[],89000,0,2021-03-24
165,1850298,Roll-up sleeve with dress_4EHD5VCC335A,2020F/W,여,Benetton,4EHD5VCC335A,[],89000,0,2021-03-24
166,1840961,마로니에 원피스 [아이보리]MARRONIER OPS [IVORY],2021S/S,여,ASURA,asura21ss26,"['쉬폰', '플레어', '프릴', '미니드레스', '미니원피스']",149000,0,2021-03-24
167,1840952,마로니에 원피스 [블랙도트]MARRONIER OPS [BLACK DOT],2021S/S,여,ASURA,asura21ss25,"['쉬폰', '원피스', '봄원피스', '미니원피스', '프릴']",149000,0,2021-03-24
168,1827929,여성 네이비 반팔 롱 베스트 (BJ1336A02R),2021S/S,여,BEANPOLE,/,['BJ1336A02R'],319000,0,2021-03-24
